car_links,it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText_imgUrl,trendingText_heading,trendingText_desc,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Accessory Power Outlet,Active Noise Cancellation,Adjustable Head Lights,Adjustable Headrest,Adjustable Seats,Adjustable Steering,Air Conditioner,Air Quality Control,Alloy Wheels,Android Auto,Anti Lock Braking System,Anti Pinch Power Windows,Anti Theft Alarm,Anti Theft Device,Apple Car Play,Audio System Remote Control,Automatic Driving Lights,Automatic Head Lamps,Battery Saver,Blind Spot Monitor,Bluetooth,Brake Assist,Cassette Player,Cd Changer,Cd Player,Centeral Locking,Centrally Mounted Fuel Tank,Child Safety Locks,Chrome Garnish,Chrome Grille,Cigarette Lighter,Clutch Lock,Compass,Cornering Foglamps,Cornering Headlamps,Crash Sensor,Cruise Control,Cup Holders Front,Cup Holders Rear,Day Night Rear View Mirror,Digital Clock,Digital Odometer,Door Ajar Warning,Drive Modes,Driver Air Bag,Driving Experience Control Eco,Dual Tone Body Colour,Dual Tone Dashboard,Dvd Player,Ebd,Electric Folding Rear View Mirror,Electronic Multi Tripmeter,Eletronic Stability Control,Engine Check Warning,Engine Immobilizer,Engine Start Stop Button,Fabric Upholstery,Find My Car Location,Fog Lights Front,Fog Lights Rear,Follow Me Home Headlamps,Front Impact Beams,Gear Shift Indicator,Geo Fence Alert,Glove Box Cooling,Glove Compartment,Halogen Headlamps,Hands Free Tailgate,Headlamp Washers,Heads Up Display,Heated Wing Mirror,Heater,Height Adjustable Driver Seat,Height Adjustable Front Seat Belts,Hill Assist,Hill Descent Control,Impact Sensing Auto Door Lock,Integrated Antenna,Integrated2Din Audio,Internal Storage,Isofix Child Seat Mounts,Keyless Entry,Knee Airbags,LEDDRLs,LEDFog Lamps,LEDHeadlights,LEDTaillights,Lane Change Indicator,Lane Watch Camera,Leather Seats,Leather Steering Wheel,Leather Wrap Gear Shift Selector,Low Fuel Warning Light,Luggage Hook And Net,Manually Adjustable Exterior Rear View Mirror,Mirror Link,Moon Roof,Multifunction Steering Wheel,Navigation System,No Of Airbags,Number Of Speaker,Outside Rear View Mirror Turn Indicators,Outside Temperature Display,Passenger Air Bag,Passenger Side Rear View Mirror,Power Adjustable Exterior Rear View Mirror,Power Antenna,Power Boot,Power Door Locks,Power Steering,Power Windows Front,Power Windows Rear,Pretensioners And Force Limiter Seatbelts,Projector Headlamps,Radio,Rain Sensing Wiper,Real Time Vehicle Tracking,Rear ACVents,Rear Camera,Rear Entertainment System,Rear Folding Table,Rear Reading Lamp,Rear Seat Belts,Rear Seat Centre Arm Rest,Rear Seat Headrest,Rear Spoiler,Rear Window Defogger,Rear Window Washer,Rear Window Wiper,Remote Climate Control,Remote Engine Start Stop,Remote Fuel Lid Opener,Remote Horn Light Control,Remote Trunk Opener,Removable Convertible Top,Roof Carrier,Roof Rail,Seat Belt Warning,Seat Lumbar Support,Side Air Bag Front,Side Air Bag Rear,Side Impact Beams,Side Stepper,Smart Access Card Entry,Smart Key Band,Smoke Headlamps,Sos Emergency Assistance,Speakers Front,Speakers Rear,Speed Alert,Speed Sensing Auto Door Lock,Steering Mounted Tripmeter,Steering Wheel Gearshift Paddles,Sun Roof,Tachometer,Tailgate Ajar,Tinted Glass,Touch Screen,Touch Screen Size,Traction Control,Trunk Light,Tyre Pressure Monitor,Usb Auxiliary Input,Vanity Mirror,Vehicle Stability Control System,Ventilated Seats,View360Camera,Voice Control,Wheel Covers,Wifi Connectivity,Wireless Phone Charging,Xenon Headlamps,Mileage,Engine,Max Power,Torque,Wheel Size,Seats,Color,Engine Type,Displacement,Max Torque,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Ground Clearance Unladen,Cargo Volumn,Compression Ratio,Acceleration,Top Speed
https://www.cardekho.com/used-car-details/used-Mahindra-Xuv500-W10-1.99-Mhawk-cars-Kolkata_a746d511-d9bb-4e53-9fca-9f00110fe84b.htm,0,Diesel,SUV,"80,000",Manual,2,2nd Owner,Mahindra,Mahindra XUV500,2015,3814,W10 1.99 mHawk,₹ 7 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Diesel,7 Seats,"80,000 Kms",WB26,Second Owner,1997 cc,Manual,2015.0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,16 kmpl,1997 CC,140bhp@3750rpm,320Nm,17,7,Others,mHawk Diesel Engine,1997,320Nm@1600-2800rpm,4.0,4.0,DOHC,Direct Injection,,Yes,No,4585mm,1890mm,1785mm,2700mm,,,2000,2510kg,6 Speed,FWD,7,Power,5.6 metres,Disc,Disc,"Tubeless,Radial",17,5,,720-litres,,10 Seconds,185 Kmph
https://www.cardekho.com/used-car-details/used-Hyundai-Xcent-1.1-Crdi-S-Option-cars-Kolkata_04f7a144-2f8f-4799-b895-63fbc9441d92.htm,0,Diesel,Sedan,"70,000",Manual,2,2nd Owner,Hyundai,Hyundai Xcent,2014,1864,1.1 CRDi S Option,₹ 2.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Diesel,5 Seats,"70,000 Kms",WB02,Second Owner,1120 cc,Manual,2014.0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,24.4 kmpl,1120 CC,71.01bhp@4000rpm,180.4Nm,14,5,Others,U2 CRDI Diesel  Engine,1120,180.4Nm@1750-2500rpm,3.0,4.0,DOHC,Direct Injection,,No,No,3995mm,1660mm,1520mm,2425mm,1479mm,1493mm,1100,,5 Speed ,FWD ,5,Power,4.7 metres,Disc ,Drum,"Tubeless,Radial",14,4,,407-litres,,18.6 Seconds,156km/hr
https://www.cardekho.com/buy-used-car-details/used-Maruti-Swift-Zxi-Plus-cars-Kolkata_222b159e-9f88-4a2d-8caa-8215b42b8e5c.htm,0,Petrol,Hatchback,"6,347",Manual,1,1st Owner,Maruti,Maruti Swift,2020,7059,ZXI Plus,₹ 6.63 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2021,Comprehensive,Petrol,5 Seats,"6,347 Kms",WB10,First Owner,1197 cc,Manual,2020.0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,21.21 kmpl,1197 CC,81.80bhp@6000rpm,113Nm,R15,5,Blue,VTVT Engine,1197,113Nm@4200rpm,4.0,4.0,DOHC,MPFi,73 x 72 mm,No,No,3840mm,1735mm,1530mm,2450mm,1520mm,1520mm,855-885,1315kg,5,FWD,5,Electric,4.8 Meters,Disc,Drum,Tubeless,R15,5,,268,,12.71s,
https://www.cardekho.com/buy-used-car-details/used-Maruti-Ignis-1.2-Amt-Delta-Bsiv-cars-Kolkata_bf4361d8-ec80-4681-9a15-a29ba59587f9.htm,0,Petrol,Hatchback,"19,437",Automatic,2,2nd Owner,Maruti,Maruti Ignis,2019,5554,1.2 AMT Delta BSIV,₹ 5.59 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2019,Comprehensive,Petrol,5 Seats,"19,437 Kms",WB24,Second Owner,1197 cc,Automatic,2019.0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,20.89 kmpl,1197 CC,81.80bhp@6000rpm,113Nm,,5,White,1.2-Litre VVT Petrol Engine,1197,113Nm@4200rpm,4.0,4.0,SOHC,MPFI,,No,No,3700mm,1690mm,1595mm,2435mm,,,855,,5 Speed,FWD,5,Electrical,4.7 m,Disc,Drum,"Tubeless,Radial",,5,,260-litres,,13.69 Seconds,
https://www.cardekho.com/used-car-details/used-Maruti-Swift-Vdi-cars-Kolkata_92539cbd-837c-4735-be4d-3b9763fa86c9.htm,0,Diesel,Hatchback,"61,262",Manual,1,1st Owner,Maruti,Maruti Swift,2019,6318,VDI,₹ 5 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2019,Third Party insurance,Diesel,5 Seats,"61,262 Kms",WB12,First Owner,1248 cc,Manual,2019.0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,28.4 kmpl,1248 CC,74bhp@4000rpm,190Nm,,5,White,DDiS 190 Engine,1248,190Nm@2000rpm,4.0,4.0,DOHC,CRDi,69.9 x 82 mm,Yes,No,3840mm,1735mm,1530mm,2450mm,1530mm,1530mm,960Kg,1405Kg,5,FWD,5,Power,4.8 Meters,Disc,Drum,Tubeless,,5,,268,,,
https://www.cardekho.com/buy-used-car-details/used-Tata-Nexon-Xz-Plus-S-Bsvi-cars-Kolkata_4f03d04e-b2f6-41a0-96c6-9498aaae8aa3.htm,0,Petrol,SUV,"6,059",Manual,1,1st Owner,Tata,Tata Nexon,2021,9667,XZ Plus S BSVI,₹ 9.34 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2021,Comprehensive,Petrol,5 Seats,"6,059 Kms",WB10,First Owner,1199 cc,Manual,2021.0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,17.33 kmpl,1199 CC,118.35bhp@5500rpm,170Nm,16,5,Blue,1.2l Turbocharged Revotron Engine,1199,170Nm@1750-4000rpm,3.0,4.0,,,,NO,,3993,1811,1606,2498,,,1195,,6 Speed,,5,Electric,5.1,Disc,Drum,"Tubeless,Radial",16,5,,350,,,
https://www.cardekho.com/buy-used-car-details/used-Tata-Altroz-Xz-Plus-Dark-Edition-Diesel-Bsvi-cars-Kolkata_22940883-c1cf-494d-9bdb-11628968faa7.htm,0,Diesel,Hatchback,"9,134",Manual,1,1st Owner,Tata,Tata Altroz,2022,8883,XZ Plus Dark Edition Diesel BSVI,₹ 9.14 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2022,Comprehensive,Diesel,5 Seats,"9,134 Kms",WB06,First Owner,1497 cc,Manual,2022.0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,23.64 kmpl,1497 CC,88.77bhp@4000rpm,200Nm,16,5,Black,1.5 l Turbocharged Revotorq,1497,200Nm@1250-3000rpm,4.0,4.0,,,,Yes,,3990mm,1755,1523,2501,,,1115,,5-Speed,,5,Electric,5.0,Disc,Drum,"Tubeless,Radial",16,5,,345,,,
https://www.cardekho.com/used-car-details/used-Maruti-Baleno-1.2-Alpha-cars-Kolkata_f770cb29-6849-466c-a643-e256363c3e4e.htm,0,Petrol,Hatchback,"23,092",Manual,1,1st Owner,Maruti,Maruti Baleno,2022,3970,1.2 Alpha,₹ 8.40 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2022,Comprehensive,Petrol,5 Seats,"23,092 Kms",WB12,First Owner,1197 cc,Manual,2022.0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,21.4 kmpl,1197 CC,83.1bhp@6000rpm,115Nm,16,5,Grey,VVT Petrol Engine,1197,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,3995mm,1745mm,1510mm,2520mm,1505mm,1515mm,890Kg,1340kg,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,"Tubeless,Radial",16,5,,339-litres,,12.36 seconds,180 Kmph
https://www.cardekho.com/buy-used-car-details/used-Tata-Altroz-Xz-Diesel-Bsvi-cars-Kolkata_2c38fcd9-d01f-437f-bc46-fe5d3d5e1cb5.htm,0,Diesel,Hatchback,"33,937",Manual,1,1st Owner,Tata,Tata Altroz,2020,7238,XZ Diesel BSVI,₹ 6.84 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2020,Comprehensive,Diesel,5 Seats,"33,937 Kms",Wb06,First Owner,1497 cc,Manual,2020.0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,23.64 kmpl,1497 CC,88.77bhp@4000rpm,200Nm,16,5,Red,1.5 l Turbocharged Revotorq,1497,200Nm@1250-3000rpm,4.0,4.0,,,,Yes,,3990mm,1755,1523,2501,,,1105,,5-Speed,,5,Electric,5.0,Disc,Drum,"Tubeless,Radial",16,5,,345,,,
https://www.cardekho.com/used-car-details/used-Maruti-Ciaz-Vxi-cars-Kolkata_061dc673-fec8-4f66-9ca5-ed0908e886d7.htm,0,Petrol,Sedan,"20,000",Manual,1,1st Owner,Maruti,Maruti Ciaz,2015,4004,VXi,₹ 5.24 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Petrol,5 Seats,"20,000 Kms",WB24,First Owner,1373 cc,Manual,2015.0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,20.73 kmpl,1373 CC,91.1bhp@6000rpm,130Nm,,5,White,k14B VVT Engine,1373,130Nm@4000rpm,4.0,4.0,DOHC,MPFI,73 X 82mm,No,No,4490mm,1730mm,1485mm,2650mm,1495mm,1505mm,1010kg,1490kg,5 Speed,FWD,5,Power,5.4 metres,Ventilated Disc,Drum,"Tubeless, Radial",,4,,510-litres,10.1:1,14 Seconds,190 kmph
https://www.cardekho.com/buy-used-car-details/used-Toyota-Etios-Liva-1.2-V-cars-Kolkata_a19b996b-a3e1-4f72-ab69-e886388d9dab.htm,0,Petrol,Hatchback,"49,134",Manual,1,1st Owner,Toyota,Toyota Etios Liva,2017,5423,1.2 V,₹ 4.42 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2017,Comprehensive,Petrol,5 Seats,"49,134 Kms",WB12,First Owner,1197 cc,Manual,2017.0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,17.71 kmpl,1197 CC,78.9bhp@5600rpm,104Nm,,5,Grey,Petrol Engine,1197,104Nm@3100rpm,4.0,4.0,DOHC,EFI,2.85 X 3.57 mm,No,No,3884mm,1695mm,1510mm,2460mm,,,930kg,,5 Speed,FWD,5,Power,4.8 metres,Ventilated Disc,Drum,Tubeless,,5,,251,,14 Seconds,160 Kmph
https://www.cardekho.com/buy-used-car-details/used-Maruti-Ritz-Vxi-cars-Kolkata_34da8a42-01b9-4081-b5d4-2f5439da99d3.htm,0,Petrol,Hatchback,"71,900",Manual,2,2nd Owner,Maruti,Maruti Ritz,2010,4157,VXI,₹ 1.92 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2010,Comprehensive,Petrol,5 Seats,"71,900 Kms",WB06,Second Owner,1197 cc,Manual,2010.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1 kmpl,1197 CC,85.80bhp@6000rpm,114Nm,14,5,Blue,K Series Petrol Engine ,1197,114Nm@4000rpm,4.0,4.0,DOHC,MPFi,,No,No,3715mm,1680mm,1620mm,2360mm,,,1100kg,1520kg,5-Speed,FWD,5,Power,4.7m,Ventilated Disk,Drum,"Tubeless,Radial",14,5,,232 litres,,14.2,156km/hr
https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Vxi-Opt-cars-Kolkata_e08f071d-1432-42a1-922b-d41e0380f15a.htm,0,Petrol,Hatchback,"20,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2020,6771,VXI Opt,₹ 5.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2020,Third Party insurance,Petrol,5 Seats,"20,000 Kms",,First Owner,998 cc,Manual,2020.0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,21.79 kmpl,998 CC,67.05bhp@5500rpm,90Nm,,5,Others,K10B Petrol Engine,998,90Nm@3500rpm,3.0,4.0,DOHC,MPFI,69 x 72 mm,No,No,3655 mm,1620 mm,1675 mm,2435 mm,,,805-825kg,1340kg,5 Speed,FWD,5,Power,4.7 metres,Disc,Drum,"Tubeless Tyres, Radial",,5,,341 Litres,,18.6 Seconds,
https://www.cardekho.com/used-car-details/used-Bmw-5-Series-520d-Luxury-Line-cars-Kolkata_46b8354a-0015-4418-b646-f921d234a59f.htm,0,Diesel,Sedan,"20,000",Automatic,1,1st Owner,BMW,BMW 5 Series,2019,5871,520d Luxury Line,₹ 38 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2019,Third Party insurance,Diesel,5 Seats,"20,000 Kms",HP47,First Owner,1995 cc,Automatic,2019.0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,18.12 kmpl,1995 CC,190bhp@4000rpm,400Nm,18,5,Black,Diesel Engine,1995,400Nm@1750-2500rpm,4.0,4.0,DOHC,CRDi,,Yes,No,4907mm,2102mm,1464mm,2968mm,1600mm,1627mm,"1,550",,8 Speed,RWD,5,Power,5.6 meters,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",18,4,,520-litres,,7.7 Seconds,231 kmph
https://www.cardekho.com/used-car-details/used-Honda-Amaze-Vx-Cvt-Petrol-cars-Kolkata_00aed32e-66f6-4b42-8f12-9799da9c0fd0.htm,0,Petrol,Sedan,"10,000",Automatic,1,1st Owner,Honda,Honda Amaze,2021,7445,VX CVT Petrol,₹ 8.29 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2021,Third Party insurance,Petrol,5 Seats,"10,000 Kms",WB06,First Owner,1199 cc,Automatic,2021.0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,18.3 kmpl,1199 CC,88.76bhp@6000rpm,110Nm,R15,5,Others,i-VTEC Petrol Engine,1199,110Nm@4800rpm,4.0,4.0,SOHC,MPFi,,No,No,3995mm,1695mm,1501mm,2470mm,,,945kg,,CVT,FWD,5,Electric,4.7 metres,Disc,Drum,"Tubeless,Radial",R15,4,,420,,15 Seconds,
